density,avg_speed,d_density,d_speed,neighbor_density,neighbor_speed,flow_variance,label
3,0.9947,2,-0.0113,2,0.9808,0.0,0
1,1.3629,1,0.0,0,1.3629,0.0,0
1,1.1649,1,0.0,1,1.3303,0.0,0
2,0.9538,1,0.0058,4,0.9687,0.0,0
1,1.0573,0,0.0,1,1.157,0.0,0
1,1.0062,1,0.0,1,1.1874,0.0,0
1,1.1617,1,0.0,1,1.0043,0.0,0
1,0.9777,0,0.0141,4,0.9538,0.0,0
1,1.157,0,0.0,1,1.0573,0.0,0
2,0.8593,0,0.0098,7,0.8155,0.0001,0
1,1.3345,1,0.0,2,1.1329,0.0,0
1,1.0252,1,0.0,1,1.3744,0.0,0
1,1.3743,1,0.0,0,1.3743,0.0,0
1,1.0356,1,0.0,0,1.0356,0.0,0
1,1.0884,-2,-0.0881,2,1.0131,0.0,0
1,1.32,1,0.0,0,1.32,0.0,0
1,1.2554,0,-0.0954,1,1.2022,0.0,0
1,1.2525,1,0.0,1,1.042,0.0,0
1,1.0678,0,0.0,0,1.0678,0.0,0
6,1.0167,3,-0.0089,2,1.019,0.0,0
3,1.0081,-1,0.078,4,0.8969,0.0,0
1,1.1874,0,0.0,2,1.0062,0.0,0
3,1.1203,-2,0.0002,2,1.019,0.0,0
1,0.9164,1,0.0,2,0.8462,0.0,0
6,0.834,-1,0.0089,3,0.7767,0.023,1
2,1.0081,-2,0.0165,6,0.834,0.001,0
2,0.9286,0,-0.0399,3,0.8993,0.0,0
3,0.7767,0,-0.0388,6,0.777,0.0038,0
1,0.777,-1,-0.0823,6,0.7767,0.0,0
1,1.1669,0,0.0583,0,1.1669,0.0,0
1,1.0807,1,0.0,2,0.913,0.0,0
1,1.3303,1,0.0,1,1.223,0.0,0
1,1.157,1,0.0,1,1.0573,0.0,0
1,0.913,0,-0.0913,2,0.8993,0.0,0
4,0.8969,0,-0.0317,6,1.0062,0.028,1
1,1.3345,0,0.0,2,1.18,0.0,0
4,0.9576,2,0.0038,4,0.9113,0.0,0
6,1.0062,1,-0.0215,4,0.8969,0.0101,0
1,1.042,1,0.0,0,1.042,0.0,0
4,0.9113,0,-0.0574,4,0.7767,0.0024,0
1,1.1085,1,0.0,2,1.0144,0.0,0
2,1.2856,1,-0.004,2,1.1555,0.028,0
1,1.0724,0,0.0,0,1.0724,0.0,0
3,1.1383,2,0.0985,1,1.0398,0.0,0
2,1.0551,-1,0.0605,4,0.9348,0.0,0
2,1.18,0,0.0471,1,1.0807,0.0657,0
1,1.0573,0,-0.0998,1,1.157,0.0,0
1,1.2554,0,0.0,1,0.9348,0.0,0
1,1.0678,1,0.0,1,1.0131,0.0,0
2,1.019,2,0.0,6,1.0167,0.0,0
1,1.0131,0,0.0,1,1.0678,0.0,0
2,1.1342,0,-0.0863,1,1.0144,0.0,0
2,1.124,1,0.0696,0,1.124,0.0141,0
1,1.0144,1,0.0,2,1.1085,0.0,0
1,1.3743,0,0.0,1,1.0356,0.0,0
1,0.8993,1,0.0,3,0.913,0.0,0
4,0.9981,2,0.0173,2,1.0551,0.0,0
1,1.0407,1,0.0,0,1.0407,0.0,0
1,1.3507,1,0.0,1,1.2554,0.0,0
1,1.0316,0,0.0538,4,0.9113,0.0,0
1,1.3629,0,0.0,0,1.3629,0.0,0
1,1.223,0,0.0,1,1.3303,0.0,0
2,1.1998,1,0.1746,0,1.1998,0.0,0
1,1.32,0,0.0,0,1.32,0.0,0
1,1.0398,1,0.0,3,1.1383,0.0,0
1,1.2525,0,0.0,0,1.2525,0.0,0
2,1.1197,2,0.0,3,1.1203,0.0,0
3,1.1508,1,-0.0697,0,1.1508,0.0,0
1,1.2022,1,0.0,0,1.2022,0.0,0
1,0.9348,1,0.0,2,1.0551,0.0,0
1,1.2549,1,0.0,0,1.2549,0.0,0
1,1.0356,1,0.0,1,1.3743,0.0,0
1,1.0062,1,0.0,1,1.1874,0.0,0
1,1.1649,0,0.0,0,1.1649,0.0,0
1,1.1894,0,0.0158,2,0.9444,0.0,0
2,0.8462,1,0.1153,6,0.7767,0.0012,0
2,1.1555,0,-0.0064,2,0.9444,0.0002,0
1,1.0245,1,0.0,0,1.0245,0.0,0
1,1.2827,0,0.121,1,0.8993,0.0,0
2,0.9444,0,-0.2037,4,0.9576,0.0785,0
6,0.9181,2,0.0212,4,0.9517,0.026,0
2,0.7385,1,-0.0385,7,0.8234,0.0272,0
3,0.8476,-1,-0.0636,5,0.7385,0.0032,0
3,0.9809,1,0.0364,5,0.9886,0.0715,0
5,1.0301,-1,0.0135,3,1.0171,0.0,0
4,0.9517,-2,-0.0545,6,0.9181,0.002,0
3,1.1383,0,0.0,1,1.0398,0.0,0
2,1.0968,1,0.0906,0,1.0968,0.0,0
7,0.8857,1,0.0517,5,0.7385,0.0016,1
1,1.223,0,0.0,1,1.3303,0.0,0
5,0.8234,2,0.0467,7,0.7385,0.0039,1
5,0.9886,1,0.031,3,0.8476,0.0732,0
4,1.1022,2,-0.0176,1,1.1917,0.0,0
2,0.9913,-2,-0.0069,4,0.9903,0.0,0
1,1.0678,0,0.0,0,1.0678,0.0,0
1,1.042,0,0.0,0,1.042,0.0,0
2,1.2206,2,0.0,1,1.0245,0.0,0
1,1.3629,1,0.0,0,1.3629,0.0,0
1,1.2022,1,0.0,0,1.2022,0.0,0
2,1.18,0,0.0,1,1.0043,0.0608,0
1,1.0131,1,0.0,1,1.0884,0.0,0
1,1.0573,0,0.0,1,1.157,0.0,0
3,1.1778,1,-0.1078,1,1.2212,0.029,0
3,1.0171,1,-0.0019,5,1.0301,0.0,0
1,0.8818,-1,-0.0468,3,0.8993,0.0,0
1,1.2827,1,0.0,2,0.9439,0.0,0
1,1.32,1,0.0,0,1.32,0.0,0
4,0.9903,2,-0.0648,2,0.9913,0.0,0
3,0.9986,0,-0.0095,6,0.8818,0.0,0
2,0.9439,1,0.031,1,0.8818,0.0282,0
1,0.9409,-1,-0.0672,7,0.8857,0.0,0
1,1.157,0,0.0,1,1.0573,0.0,0
1,1.3507,1,0.0,1,1.1936,0.0,0
1,1.1917,-2,0.0714,4,1.0171,0.0,0
1,1.2525,0,0.0,0,1.2525,0.0,0
1,1.0724,1,0.0,0,1.0724,0.0,0
3,1.1063,1,-0.0279,1,0.9426,0.0017,0
1,1.3877,1,0.0,3,1.1778,0.0,0
1,1.0407,1,0.0,0,1.0407,0.0,0
1,1.2549,0,0.0,0,1.2549,0.0,0
1,1.0043,0,-0.0764,2,0.9439,0.0,0
1,1.1936,-1,0.0696,1,1.0544,0.0,0
1,1.2212,-1,0.0657,3,0.9809,0.0,0
1,1.0391,1,0.0,4,0.9517,0.0,0
1,1.0252,1,0.0,1,1.3744,0.0,0
1,1.006,0,0.0712,4,0.9903,0.0,0
1,0.8993,0,0.0,3,0.8818,0.0,0
1,1.1649,1,0.0,1,1.3303,0.0,0
1,1.2554,1,0.0,1,1.3507,0.0,0
1,1.3303,0,0.0,1,1.1649,0.0,0
1,1.3743,1,0.0,0,1.3743,0.0,0
1,1.3345,1,0.0,0,1.3345,0.0,0
1,1.0356,0,0.0,0,1.0356,0.0,0
1,1.3529,0,0.2444,3,0.9426,0.0,0
1,1.0398,1,0.0,3,1.1383,0.0,0
1,0.9426,0,-0.0718,3,1.1063,0.0,0
1,1.0245,0,0.0,2,1.2206,0.0,0
1,1.3744,-1,0.1746,1,1.0252,0.0,0
1,1.0884,-2,-0.0625,2,1.0131,0.0,0
1,1.0544,1,0.0,1,1.1936,0.0,0
4,0.9632,-1,-0.0253,4,0.8671,0.0465,0
2,1.1651,2,0.0,3,1.0066,0.0,0
4,0.9959,0,0.0442,4,0.8904,0.0122,0
1,1.157,1,0.0,2,1.0284,0.0,0
3,1.1492,0,0.0429,2,1.1651,0.0027,0
1,1.3743,0,0.0,0,1.3743,0.0,0
1,1.1874,-1,0.0906,1,1.0062,0.0,0
3,0.997,2,-0.009,2,0.9937,0.0,0
1,1.004,-2,-0.1343,3,1.1502,0.0,0
3,0.8052,-2,-0.0182,5,0.8264,0.0001,0
5,0.8533,-2,-0.0323,4,0.8052,0.0353,1
1,1.3303,0,0.1072,1,1.223,0.0,0
2,0.9937,-2,0.0034,3,0.997,0.0,0
1,1.0573,0,0.0,0,1.0573,0.0,0
2,1.0972,1,-0.124,4,0.9717,0.0173,0
4,0.9717,1,-0.0092,4,0.9632,0.0558,0
1,1.0807,0,0.0764,2,0.9312,0.0,0
5,1.0749,2,0.0579,3,1.0066,0.0,0
2,1.18,2,0.0,1,1.3345,0.0052,0
3,0.9464,2,0.0471,5,0.9074,0.0712,0
2,1.0999,1,0.159,5,0.8533,0.0069,0
2,1.2206,0,0.0,1,1.0245,0.0,0
1,0.8919,1,0.0,5,0.8052,0.0,0
1,1.32,1,0.0,1,1.1649,0.0,0
2,1.0284,0,0.0371,2,0.9937,0.0,0
1,1.0544,1,0.0,1,1.1936,0.0,0
3,1.1502,2,0.1104,1,1.004,0.0,0
4,1.0955,0,-0.0067,1,1.2496,0.0,0
3,1.0066,-2,-0.0236,5,1.0749,0.0,0
2,0.9312,0,-0.0127,3,0.9074,0.0,0
1,1.2525,1,0.0,1,1.042,0.0,0
4,0.8671,1,0.0195,4,0.8052,0.0002,1
1,1.0356,1,0.0,0,1.0356,0.0,0
1,1.0747,-2,-0.1031,2,1.0972,0.0,0
5,0.9345,2,-0.064,4,0.8904,0.0047,0
4,0.8904,-2,-0.0277,5,0.9345,0.0368,1
4,0.8264,2,0.0879,5,0.8052,0.0003,1
1,1.3345,0,0.0,2,1.18,0.0,0
1,1.0067,0,-0.0324,4,0.9959,0.0,0
1,0.9074,0,0.0256,5,0.9312,0.0,0
1,1.3507,0,0.0,1,1.2554,0.0,0
1,1.223,1,0.0,1,1.3303,0.0,0
1,1.1649,1,0.0,1,1.32,0.0,0
1,1.3744,0,0.3492,1,1.0252,0.0,0
1,1.0062,1,0.0,1,1.1874,0.0,0
1,1.0678,0,0.0,0,1.0678,0.0,0
1,1.0884,0,0.0,2,1.0131,0.0,0
1,1.1936,0,0.1392,1,1.0544,0.0,0
1,1.2554,1,0.0,1,1.2022,0.0,0
1,1.0252,1,0.0,1,1.3744,0.0,0
1,1.2496,1,0.0,4,1.0955,0.0,0
1,1.042,0,0.0,1,1.2525,0.0,0
1,1.3877,1,0.0,1,1.2816,0.0,0
1,1.2816,0,-0.1061,1,1.0747,0.0,0
1,1.0245,0,0.0,2,1.2206,0.0,0
1,1.2549,1,0.0,0,1.2549,0.0,0
1,1.0724,0,0.0,0,1.0724,0.0,0
1,1.2364,1,0.0,2,1.0747,0.0,0
1,1.0131,0,0.0,1,1.0884,0.0,0
1,1.2827,0,0.0,2,0.9312,0.0,0
1,1.0407,0,0.0,0,1.0407,0.0,0
1,1.3629,1,0.0,0,1.3629,0.0,0
1,1.2022,0,0.0,1,1.2554,0.0,0
4,0.7973,-1,-0.056,5,0.8096,0.0304,1
1,1.2306,1,0.0,3,1.0897,0.0,0
2,1.1695,1,-0.1121,2,1.2212,0.0023,0
3,0.9357,1,0.0045,3,0.913,0.06,0
3,1.0897,0,-0.0595,3,1.0783,0.0025,0
6,1.0305,1,-0.0445,2,1.0505,0.0,0
6,0.9234,2,0.033,4,0.9177,0.0411,0
4,0.9925,2,-0.0012,2,1.0281,0.0,0
2,1.0281,-1,0.0311,4,0.9348,0.0,0
1,1.157,0,0.0,1,1.0573,0.0,0
2,1.0104,0,-0.0868,5,0.9872,0.0305,0
2,1.3347,1,-0.053,2,1.1695,0.0001,0
5,0.9872,1,0.0155,2,0.9347,0.009,0
3,0.9986,0,0.0522,4,0.9177,0.0,0
5,0.8096,2,0.0044,4,0.7973,0.0033,1
1,1.0724,0,0.0,0,1.0724,0.0,0
3,1.0783,1,-0.0868,3,1.0897,0.0002,0
2,1.0175,0,-0.0824,4,0.7973,0.0144,0
3,1.1402,2,-0.1094,2,1.1028,0.0,0
1,1.0544,0,0.0,1,1.1936,0.0,0
1,1.0281,1,0.0,1,1.1919,0.0,0
2,1.0805,0,-0.14,1,1.3684,0.0,0
2,0.9788,-2,0.0155,5,0.8091,0.0402,0
2,1.1028,-2,0.0074,3,1.0505,0.0,0
3,1.1383,0,-0.0119,1,1.0398,0.0,0
1,1.0062,1,0.0,1,1.1874,0.0,0
3,1.0555,-1,0.0595,6,0.9234,0.0018,0
4,0.9177,-1,-0.0168,6,0.9234,0.0045,0
1,1.3629,0,0.0,0,1.3629,0.0,0
1,1.3345,1,0.0,1,1.0407,0.0,0
2,1.1998,1,0.1746,0,1.1998,0.0,0
3,0.8091,-1,-0.058,5,0.8096,0.0029,0
1,1.0245,1,0.0,1,1.3684,0.0,0
3,0.8434,-1,0.0171,5,0.7973,0.0004,0
1,1.3303,0,0.0,1,1.1649,0.0,0
1,1.1919,1,0.0,1,0.913,0.0,0
2,0.9347,2,0.0,5,0.8091,0.0937,0
1,1.1936,0,0.0,1,1.0544,0.0,0
1,1.3684,0,0.344,2,1.0245,0.0,0
1,0.913,0,-0.1677,3,0.9357,0.0,0
2,1.0505,2,0.0,6,1.0305,0.0,0
1,1.0573,1,0.0,1,1.157,0.0,0
1,1.2022,1,0.0,1,1.2554,0.0,0
2,1.0835,1,0.1915,5,0.7973,0.0021,0
1,1.0678,1,0.0,1,1.0131,0.0,0
1,1.332,0,-0.0026,1,1.0281,0.0,0
1,1.311,1,0.0,3,1.0897,0.0,0
1,1.0398,1,0.0,3,1.1383,0.0,0
1,1.3507,1,0.0,1,1.0544,0.0,0
1,1.32,0,0.0,0,1.32,0.0,0
1,1.042,1,0.0,0,1.042,0.0,0
1,1.2549,0,0.0,0,1.2549,0.0,0
1,1.2212,0,-0.0152,2,1.0104,0.0,0
1,1.0407,0,0.0,1,1.3345,0.0,0
1,1.0356,1,0.0,0,1.0356,0.0,0
1,1.2525,0,0.0,0,1.2525,0.0,0
1,1.1649,1,0.0,1,1.3303,0.0,0
1,1.0043,1,0.0,1,0.913,0.0,0
1,1.0131,0,0.0,1,1.0678,0.0,0
1,1.223,0,0.0,1,1.3303,0.0,0
1,1.1874,0,0.1811,1,1.0062,0.0,0
1,1.2554,0,-0.0954,1,1.2022,0.0,0
1,1.3743,1,0.0,0,1.3743,0.0,0
1,0.9348,1,0.0,2,1.0281,0.0,0
5,1.0341,-1,0.0037,3,1.0485,0.0,0
4,1.1014,1,0.0118,3,1.0834,0.0011,0
1,1.2525,1,0.0,1,1.042,0.0,0
3,1.0185,1,0.008,5,1.0295,0.0256,0
1,1.0887,-1,0.0052,5,0.7925,0.0,0
3,1.2571,1,0.0876,1,1.2816,0.0032,0
2,1.1998,2,0.0,0,1.1998,0.0,0
3,1.0485,1,-0.0019,5,1.0341,0.0,0
1,1.0062,1,0.0,1,1.1874,0.0,0
4,0.881,0,-0.0367,5,0.957,0.0001,1
1,1.3743,0,0.0,0,1.3743,0.0,0
1,1.0356,0,0.0,0,1.0356,0.0,0
1,1.042,0,0.0,1,1.2525,0.0,0
5,0.957,-1,0.0336,4,0.881,0.0256,0
7,0.8148,4,0.0057,5,0.7925,0.0876,1
1,1.32,1,0.0,1,1.1649,0.0,0
3,0.9564,1,-0.0716,2,1.0284,0.0,0
5,0.7925,0,-0.0171,7,0.8148,0.0025,1
1,1.0884,-1,0.0078,2,1.0131,0.0,0
1,0.9002,-2,0.0568,7,0.7925,0.0,0
1,1.3303,0,0.1072,1,1.223,0.0,0
1,1.2816,-1,-0.053,3,1.2571,0.0,0
1,1.157,0,0.0,1,1.0573,0.0,0
5,1.0295,0,0.0423,3,0.8309,0.0076,0
2,1.18,1,-0.1519,1,1.3345,0.0007,0
2,1.0535,1,0.1187,3,0.9564,0.0,0
4,1.0877,1,-0.0525,1,1.2496,0.0,0
2,0.9733,-1,-0.0821,5,0.957,0.0,0
1,0.8309,-1,-0.1038,7,0.8148,0.0,0
2,0.9042,-1,-0.0315,3,0.9986,0.003,0
3,0.9773,-1,0.18,5,0.7925,0.0303,0
1,1.1874,0,0.1811,1,1.0062,0.0,0
1,1.0245,0,0.0,2,1.2206,0.0,0
1,1.0398,1,0.0,2,1.0804,0.0,0
1,1.2634,0,0.0328,4,1.1014,0.0,0
3,0.9986,0,0.0,4,0.881,0.0,0
1,1.1761,1,0.0,5,1.0341,0.0,0
2,1.124,1,0.0696,1,1.3507,0.0225,0
3,0.8818,1,-0.0969,7,0.8148,0.049,0
1,0.9464,-1,-0.0712,3,0.9773,0.0,0
1,1.2549,1,0.0,0,1.2549,0.0,0
1,1.3877,1,0.0,1,1.2816,0.0,0
1,1.0131,1,0.0,1,1.0884,0.0,0
1,1.0724,1,0.0,0,1.0724,0.0,0
1,1.2496,1,0.0,4,1.0877,0.0,0
2,1.0041,1,0.0912,2,0.9042,0.0,0
1,1.2022,1,0.0,0,1.2022,0.0,0
1,1.0407,1,0.0,0,1.0407,0.0,0
1,1.3507,0,0.0,2,1.124,0.0,0
2,1.2054,1,0.1656,1,1.0398,0.0,0
1,1.1919,0,0.0,2,1.0041,0.0,0
1,1.0573,0,0.0,1,1.157,0.0,0
1,1.2405,1,0.0,2,0.9733,0.0,0
2,1.2206,1,-0.1479,1,1.0245,0.0,0
1,1.0134,1,0.0,5,0.881,0.0,0
1,1.0209,1,0.0,4,0.881,0.0,0
1,1.0043,0,0.0,2,1.0041,0.0,0
1,1.3345,0,0.0,2,1.18,0.0,0
2,1.0284,-2,0.0359,3,0.9564,0.0,0
1,1.2554,0,0.0,1,1.3507,0.0,0
1,1.3629,0,0.0,0,1.3629,0.0,0
3,1.0834,0,0.0051,4,1.1014,0.0002,0
1,1.0804,-2,-0.0579,2,1.0398,0.0,0
1,1.0678,0,0.0,0,1.0678,0.0,0
1,1.223,1,0.0,1,1.3303,0.0,0
1,1.1649,0,0.0,1,1.32,0.0,0
5,0.9822,3,0.078,2,0.9228,0.0448,0
1,1.2095,1,0.0,5,1.0445,0.0,0
5,1.0445,2,-0.0041,2,0.9715,0.0,0
3,0.7832,-2,-0.0092,8,0.7499,0.1128,0
8,0.8202,1,0.0054,3,0.7499,0.0451,1
1,1.004,-1,-0.2014,2,1.1368,0.0,0
5,0.9652,2,-0.0122,3,0.7499,0.0147,0
2,1.1998,2,0.0,0,1.1998,0.0,0
2,1.1817,2,0.0,2,1.18,0.0584,0
1,0.9899,0,-0.2597,3,1.1203,0.0,0
2,1.2244,0,0.1004,1,1.0544,0.0522,0
2,0.9045,-1,0.0227,8,0.8061,0.0001,0
4,0.9698,-1,-0.0597,3,0.8061,0.0087,0
2,1.1569,2,0.0,1,1.004,0.0,0
2,1.0632,1,0.0499,4,0.8816,0.0203,0
3,1.0282,0,-0.0552,5,1.1204,0.0004,0
1,1.2364,1,0.0,2,1.1778,0.0,0
1,1.3303,0,0.0,1,1.1649,0.0,0
4,0.937,-1,-0.02,4,0.8816,0.0015,0
1,1.2525,0,0.0,0,1.2525,0.0,0
1,1.3345,1,0.0,1,1.0407,0.0,0
3,1.1203,-1,0.0326,1,0.9899,0.0,0
4,0.8816,0,0.0007,4,0.9228,0.0824,1
3,1.0279,0,0.0094,4,0.9479,0.0002,0
2,1.18,0,0.0,2,1.1817,0.1101,0
1,1.1368,0,0.0969,2,1.004,0.0,0
1,1.0727,-1,-0.1479,1,1.0884,0.0,0
1,1.0356,1,0.0,0,1.0356,0.0,0
1,1.0724,1,0.0,1,1.2027,0.0,0
5,1.1688,1,0.0674,3,1.0282,0.0112,0
2,0.9685,0,-0.0357,5,0.9822,0.0,0
1,1.223,0,0.0,1,1.3303,0.0,0
1,1.2496,1,0.0,3,0.9899,0.0,0
2,1.1204,1,-0.0557,3,0.9715,0.0,0
1,1.042,1,0.0,1,1.006,0.0,0
2,0.7499,1,-0.1503,8,0.7832,0.0135,0
1,1.2022,1,0.0,2,1.2244,0.0,0
1,0.9912,0,-0.0297,5,0.8816,0.0,0
2,1.1108,0,0.1375,4,0.937,0.0012,0
2,0.9715,-3,-0.0626,5,1.0445,0.0,0
1,0.884,1,0.0,2,0.9808,0.0,0
2,1.1778,-1,-0.0793,1,0.9479,0.0639,0
1,1.2554,0,-0.0954,2,1.2022,0.0,0
1,1.0678,1,0.0,1,1.0131,0.0,0
1,1.0884,0,0.0,1,1.0131,0.0,0
2,0.9913,0,-0.0371,2,0.9808,0.0,0
1,1.157,1,0.0,2,0.9913,0.0,0
1,1.2816,0,0.0,2,1.1778,0.0,0
1,1.006,1,0.0,1,0.884,0.0,0
2,1.0968,1,0.0906,0,1.0968,0.0,0
1,1.32,0,0.0,0,1.32,0.0,0
1,0.8061,0,-0.0249,8,0.8202,0.0,0
1,1.0245,1,0.0,1,1.3684,0.0,0
1,0.9228,-2,-0.0758,5,0.8816,0.0,0
2,0.9808,-1,0.0244,2,0.884,0.0,0
1,1.2939,1,0.0,0,1.2939,0.0,0
1,1.3684,1,0.0,1,1.0245,0.0,0
1,1.3877,1,0.0,1,1.2364,0.0,0
1,1.0131,0,0.0,1,1.0678,0.0,0
1,1.2027,-1,0.1492,2,0.884,0.0,0
1,1.1805,1,0.0,4,0.9698,0.0,0
1,1.0573,0,0.0,0,1.0573,0.0,0
1,0.9479,1,0.0,3,1.0279,0.0,0
1,1.0407,0,0.0,1,1.3345,0.0,0
1,1.2549,0,0.0,0,1.2549,0.0,0
1,1.1649,1,0.0,1,1.3303,0.0,0
1,1.1695,0,-0.071,2,1.1108,0.0,0
1,1.3743,1,0.0,0,1.3743,0.0,0
1,1.0544,1,0.0,2,1.2244,0.0,0
1,1.3629,1,0.0,0,1.3629,0.0,0
1,1.332,1,0.0,1,1.0281,0.0,0
2,0.914,-2,0.0324,4,0.8781,0.0002,0
1,1.3877,1,0.0,1,1.2816,0.0,0
1,1.0573,1,0.0,1,1.157,0.0,0
1,1.2525,1,0.0,1,1.042,0.0,0
1,1.0884,0,0.0157,1,1.0727,0.0,0
3,1.0278,-2,0.0457,3,0.8781,0.0001,0
3,1.1985,1,0.0877,4,0.9507,0.0042,0
3,0.9853,1,-0.0779,4,0.8781,0.003,0
1,1.1917,0,0.2018,2,0.9882,0.0,0
1,1.0407,1,0.0,0,1.0407,0.0,0
5,1.0832,2,0.055,3,1.0884,0.0001,0
1,1.2554,0,0.0,1,1.2022,0.0,0
5,1.039,0,-0.0054,3,1.0191,0.0,0
3,0.7771,2,-0.0289,8,0.8199,0.0074,0
1,1.3484,-1,0.1705,2,1.0371,0.0,0
2,0.9258,-2,-0.0441,5,0.7771,0.0001,0
2,1.0687,1,0.0628,1,0.9076,0.0,0
1,1.0724,1,0.0,0,1.0724,0.0,0
1,1.0131,0,0.0,1,1.0678,0.0,0
3,0.984,1,0.0032,1,0.9076,0.0,0
2,1.1949,2,0.0,3,1.1419,0.0086,0
1,1.2022,0,0.0,1,1.2233,0.0,0
1,1.3303,1,0.0,0,1.3303,0.0,0
8,0.8199,0,-0.0003,4,0.7771,0.0048,1
1,0.9923,0,0.1084,3,0.9076,0.0,0
1,1.3629,0,0.0,0,1.3629,0.0,0
2,1.0371,1,0.0892,5,1.0087,0.036,0
5,1.0087,2,-0.0192,2,0.9258,0.0002,0
4,0.9507,0,0.0137,3,0.914,0.0,0
3,0.8781,2,-0.1131,3,0.914,0.0014,0
1,1.1877,0,0.0073,5,0.9258,0.0,0
4,0.8135,2,0.0636,8,0.8199,0.0022,1
1,1.2364,0,0.0,1,1.1027,0.0,0
1,1.0727,0,-0.2957,1,1.0884,0.0,0
2,1.1998,2,0.0,0,1.1998,0.0,0
3,0.9443,1,-0.0242,3,0.9367,0.0001,0
2,1.1435,0,-0.0382,1,0.9367,0.009,0
1,1.1649,0,0.0,0,1.1649,0.0,0
1,1.1027,0,-0.179,1,1.2364,0.0,0
4,1.009,-1,0.0439,4,0.8135,0.0008,0
3,1.0884,1,-0.0319,5,1.0832,0.0,0
1,1.004,0,0.0,3,1.1502,0.0,0
2,1.0855,1,-0.1642,1,0.9882,0.0,0
2,1.0968,0,0.0,1,1.2496,0.0,0
3,1.1502,1,-0.0067,1,1.004,0.0,0
1,1.2233,-1,-0.0011,1,1.081,0.0,0
3,1.0191,2,-0.1904,5,0.9882,0.0,0
1,1.157,0,0.0,1,1.0573,0.0,0
1,1.081,0,0.0266,1,1.2233,0.0,0
1,1.042,0,0.0,2,1.0687,0.0,0
1,1.0245,1,0.0,1,1.3684,0.0,0
1,1.2816,0,-0.1061,1,1.1027,0.0,0
1,1.2549,1,0.0,0,1.2549,0.0,0
1,0.9076,0,-0.295,3,0.984,0.0,0
1,1.3345,0,0.0,1,1.332,0.0,0
1,0.9764,0,0.0536,3,0.8781,0.0,0
1,1.3684,1,0.0,1,1.0245,0.0,0
1,1.0356,0,0.0,0,1.0356,0.0,0
1,1.0678,0,0.0,1,1.0131,0.0,0
1,0.9882,-2,-0.1321,3,1.0191,0.0,0
3,1.1419,-2,-0.027,5,1.0832,0.0149,0
1,1.0472,-1,0.1427,8,0.7771,0.0,0
1,1.2939,1,0.0,4,1.009,0.0,0
1,1.32,0,0.0,0,1.32,0.0,0
1,1.3743,0,0.0,0,1.3743,0.0,0
1,1.223,1,0.0,0,1.223,0.0,0
1,1.0281,-1,-0.1519,2,1.1435,0.0,0
1,0.9367,1,0.0,3,0.9443,0.0,0
1,1.2496,1,0.0,2,1.0855,0.0,0
1,1.0727,0,-0.2957,1,1.0884,0.0,0
1,1.0807,-1,-0.0628,2,0.9558,0.0,0
3,1.2663,2,-0.0154,1,1.3484,0.0046,0
3,1.2376,2,0.0143,0,1.2376,0.0454,0
5,0.8575,2,0.0803,5,0.7561,0.0019,1
3,0.9913,-1,0.0406,4,0.9761,0.0002,0
6,0.8737,2,0.0602,5,0.7561,0.002,1
1,1.2525,0,0.0,0,1.2525,0.0,0
4,1.0897,1,-0.0522,5,0.991,0.003,0
1,1.014,0,-0.1777,3,1.1209,0.0,0
3,0.991,1,-0.2039,4,1.0897,0.0156,0
4,0.9761,1,-0.0093,4,0.875,0.0,0
4,0.875,1,-0.0031,4,0.9761,0.0032,1
2,1.1043,2,0.0,3,0.9572,0.0,0
1,1.0281,0,-0.3039,1,1.2827,0.0,0
2,1.0156,-1,0.0316,3,0.9572,0.0,0
1,1.157,1,0.0,2,1.0156,0.0,0
3,1.0374,0,0.0183,4,0.9808,0.0,0
2,1.0883,-1,-0.0619,1,1.0804,0.0,0
2,1.1069,-1,0.0185,5,1.0435,0.0,0
4,0.9939,1,-0.034,4,0.875,0.0012,0
1,1.3743,1,0.0,1,1.32,0.0,0
1,1.2496,0,0.0,3,1.014,0.0,0
3,0.977,1,0.0513,5,0.8558,0.0005,0
2,1.1204,2,0.0,4,0.9808,0.0,0
3,0.9572,2,0.0495,2,1.0156,0.0,0
1,1.0407,0,0.0,1,1.3345,0.0,0
1,1.2409,0,0.2527,3,1.014,0.0,0
5,0.7561,-3,-0.0637,6,0.8575,0.0038,1
1,1.2741,1,0.0,2,1.0883,0.0,0
5,1.0435,0,-0.0396,4,1.0897,0.0002,0
2,1.0131,0,-0.024,4,0.9733,0.0,0
1,1.0134,1,0.0,4,0.875,0.0,0
1,1.3484,0,0.112,3,0.9733,0.0,0
1,0.8706,1,0.0,6,0.7561,0.0,0
3,1.1209,1,0.0354,1,1.014,0.0,0
1,1.2024,1,0.0,2,0.9217,0.0,0
2,1.2361,-1,0.0375,3,0.9913,0.0008,0
1,1.0131,1,0.0,1,1.0884,0.0,0
1,0.9912,1,0.0,4,0.875,0.0,0
4,0.9903,-1,-0.0184,3,0.8558,0.0207,0
4,0.9808,-1,-0.0583,3,1.0374,0.0,0
2,0.8922,-1,-0.0521,4,0.9558,0.0,0
1,1.0804,1,0.0,2,1.0883,0.0,0
2,1.0968,2,0.0,0,1.0968,0.0,0
1,1.042,1,0.0,0,1.042,0.0,0
1,1.3345,1,0.0,1,1.0407,0.0,0
